,BAS_ID,IntHH_RI,IntHH_R2_RI,IntHH_R3_RI,IntHH_R5_RI,IntTekl_RI,IntTekl_R2_RI,IntTekl_R3_RI,IntTekl_R5_RI
118,21418,290.93235003215443,4988.944218867261,3951.4177369419845,3179.065308080893,2300.340508761112,2077.5628510325514,2069.999063455792,2097.854818375721
119,21419,253.09068527816953,4248.123989746289,3386.0223586955212,2668.435498620361,1912.8913295171774,1901.489550342584,1783.4932665909287,1762.3538342877764
120,21420,274.83218736570467,4499.383396620372,3567.3233347773403,2801.8925659137817,2098.004354492912,1943.1392976012132,1901.9077857202947,1883.9098098057932
121,21421,238.70605816741573,4241.65605496203,3318.216190626093,2608.6525197037017,1765.7942237334864,1835.5727651330155,1696.509665877321,1665.6297312207196
122,21422,105.23991319646936,2100.4989443340974,1625.2940211214168,1261.4529488248709,832.4499114786105,904.7614093907623,803.4306328796314,783.8480988729782
123,21423,122.41037557542242,1891.7092158031203,1564.7963860940472,1264.2919114688032,1015.9009489621528,679.647253156177,853.2432032320638,884.1191767469726
124,21424,350.85554927349807,5706.577582265141,4432.457356178579,3455.5600560993735,2390.67732976416,2533.314649555261,2268.8703940918494,2219.97804923321
125,21425,259.8049378471589,3698.54521744391,2931.5683624828825,2312.079904084202,1729.3472131407086,1693.9554490471012,1564.8200571888156,1549.8664568024603
126,21426,309.3502576365544,5223.227545335043,4113.180813662971,3222.928321965194,2222.291890219241,2443.08013618834,2142.9420589267647,2082.843716132854
127,21427,128.80697651734826,1983.0651386955028,1565.9371260697642,1230.882298276435,885.5814077520517,992.6897399640976,841.561880838251,814.1689235422052
128,21428,27.30771538858571,328.4023469874547,275.3447984819368,222.37743582323822,194.42925098784957,144.33158528875902,159.70658705495427,162.3241937478907
129,21429,136.61829479173704,2235.2757174355856,1779.2048580810142,1394.388285583551,1029.4463494154088,1050.3239671963318,956.6691790606761,935.7698511096581
130,21430,174.27491373408452,2380.4030880527957,1969.0688867861693,1589.9285824539265,1338.2634263240227,726.1160062779593,1057.238163147703,1120.7741973031816
131,21431,26.156177850074894,346.22151520357374,280.226425514531,221.80889629071157,192.3256179095058,186.4432153011219,163.9886170389881,161.24538038840387
132,21432,232.42915679436496,2077.5053685624407,1710.8354370417442,1374.0075315153713,1204.2868469642247,642.9248501668359,950.9323315977863,997.7339535572657
133,21433,111.64583447495083,1459.792973826405,1176.4993098066425,933.0057346423855,801.1234094228325,699.1866219618731,673.6105241530296,672.6972955935263
134,21434,64.26015878320209,870.433265691899,716.1560391957664,564.9744193372136,489.1361046876634,475.7024807191626,422.3111129566682,414.04206201591404
135,21435,113.16189393654925,1843.6940843234809,1464.1359955645823,1138.5269343437028,881.4669483052571,851.991983148865,799.7030410855599,778.4023019041801
136,21436,62.24916524192671,2764.649675336943,2133.5749605267492,1639.175451854488,1088.7695002738335,1195.404115058988,1063.0513948909588,1028.068536539946
137,21437,229.3089899064382,4061.237835032712,3259.76834340067,2596.5905583471786,1920.432504634646,1812.351026102441,1754.6714911737986,1750.8550740719402
138,21438,147.4062293677212,3316.9864407024925,2588.619885328379,2004.3738645009612,1312.6516265797002,1449.9122861241256,1303.1469262314897,1262.6383378186786
139,21439,226.2513137720563,4794.22527535168,3841.1789338041212,3063.4784475760816,1984.9202799910665,2039.32424615282,1937.204122532765,1910.897771724043
140,21440,286.5820679153662,3874.8209859963345,3208.8684741335433,2574.1085913015518,1981.9663381984506,1660.626627460026,1751.933110446448,1765.5576825107194
141,21441,90.18772400174953,1286.297892549316,1040.331075970854,829.4085084479822,693.640951027603,630.8182841017631,597.7172524202382,597.5147579065854
142,21442,182.32505545471255,3605.3584648435726,2818.169963781265,2201.135039152813,1540.4885750730862,1582.531439273908,1464.9643407518029,1436.7031819155964
143,21443,610.9043748143907,13074.326521766747,10286.49914658039,8061.2892290613545,5828.024836250139,5867.290347667377,5461.349279696432,5382.019748056432
144,21444,195.50313879314302,4097.316437383774,3176.613147009995,2421.96550369086,1689.1360521399283,1684.2296201760896,1603.232594366207,1562.1273885857802
145,21445,186.9647920371069,3727.5100035483006,2985.1819149680055,2370.9781826504586,1672.7926563148817,1777.3370237808156,1599.5631510736134,1568.6674200992675
146,21446,124.10185249316874,2484.449030832427,1961.8567612776449,1537.511902651979,1129.4548892124408,1260.0478258062162,1073.601988383847,1041.5020431483065
147,21447,382.07149263456074,6493.276451350886,5201.2749731247595,4089.4814580773736,3394.155908869744,3047.0521291111877,2950.629213861277,2935.997235309887
148,21448,179.68890869750663,4369.780503563851,3425.8538591367374,2666.7275880783063,1896.2067951336867,2122.4466300048707,1827.3570358754343,1771.8908549755392
149,21449,164.73945620386644,2792.493511043635,2153.2358179399057,1632.6911103656382,1161.9204912096147,1246.8238639687852,1123.0356047738833,1081.390775386137
150,21450,260.2882261690835,6580.060868914486,5236.770430254643,4109.681833756241,2842.9631198204333,3010.855411037316,2761.0914301374664,2698.3755039150947
151,21451,106.92547875420313,2461.9488312224485,1953.9533444134745,1534.3372842003257,1080.2064469926245,1189.6580225149596,1046.2515296393537,1018.5019686483038
152,21452,233.52380782186867,5275.78923261192,4195.723642626513,3304.5985881729266,2306.558202606721,2378.134316001551,2211.6877058630903,2169.2343829673596
153,21453,192.92979494901172,4574.85299307294,3617.504084556099,2869.6152558101144,1975.5809214717174,2160.566367733867,1911.7916881417932,1876.0138069599382
154,21454,105.7349476913655,2784.0594997912276,2157.1833144224347,1693.719243014619,1128.662766109981,1125.7648093219573,1098.569807459817,1079.8687972066675
155,21455,101.47771061284037,2440.79733003911,1984.3552117709903,1584.3992186491166,1170.465751429852,1243.0972043914803,1105.610551687597,1086.0723262392012
156,21456,339.51469088517143,2752.113392462435,2241.9349255473485,1693.3561882352383,1476.6751556583852,1116.4868555376916,1272.0164088900851,1240.8840452977183
157,21457,400.00638195849336,4797.954218178408,3866.5063396704,3082.5337955766063,2543.9937136516955,2267.783231960554,2181.7086299887337,2176.3951895133705
158,21458,122.3392185225356,1687.5043892447172,1374.0763682467546,1095.773545169751,922.1817593139102,790.5238081249641,785.0078946511773,790.2638627099249
159,21459,120.86828887697467,1547.1077596841144,1234.6507264656905,956.4100847224163,909.8755572311019,471.4919356407988,716.3360186764027,714.9256215364926
160,21460,39.779268833386276,822.8670128202282,654.5409443554539,505.9072392514516,476.6154079683344,323.13535986359875,388.20560042123395,382.79599938087864
